RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,D66,PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),GROENLINKS,Forum voor Democratie,Partij voor de Dieren,ChristenUnie,Volt,JA21,Staatkundig Gereformeerde Partij (SGP),DENK,50PLUS,BBB,BIJ1,CODE ORANJE,NIDA,Splinter,Piratenpartij,JONG,Trots op Nederland (TROTS),Lijst Henk Krol,NLBeter,"Blanco (Zeven, A.J.L.B.)",LP (Libertaire Partij),OPRECHT,JEZUS LEEFT,DE FEESTPARTIJ (DFP),U-Buntu Connected Front,Vrij en Sociaal Nederland,Partij van de Eenheid,Wij zijn Nederland,Partij voor de Republiek,Modern Nederland,De Groenen
Winterswijk,GM0294,28854.0,0.4997573993207181,0.500242600679282,4.0,4.6,5.7,6.5,5.3,20.5,29.9,17.5,6.0,79.3,37.2,42.0,34.5,49.9,8.1,7.5,85.1,14.9,8.7,6.2,0.6,0.1,0.2,1.6,3.7,209.0,33.7,33.0,33.3,2.22,13139.0,0.006469289900296826,95.0,70.1,29.7,0.1,206.0,3546.0,0.4644670050761421,0.2267343485617597,0.0676818950930626,0.1937394247038917,0.0473773265651438,2635.0,0.12333965844402277,0.174573055028463,0.2599620493358633,0.0417457305502846,0.1043643263757115,0.1840607210626186,0.111954459203036,14756.0,3274.0,2235.0,823.0,39986.0,90111.0,0.0,0.0,0.0,0.0,0.0,752340.0,11.0,0.9,0.0,47.3,1.9,18.6,20.3,504.0,484.0,43.0,56.0,518.0,0.9247104247104247,0.0752895752895752,0.0,138.82,2.0,17.0,22952,18370,28,36,18306,1,2,4,3,6,5,16,8,7,9,12,10,11,15,14,18.0,13,20,23,21.0,17,22.0,26.0,24.0,25.0,27.0,19,29.0,28.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Wijchen,GM0296,41110.0,0.4946241790318657,0.5053758209681343,4.3,5.0,5.9,6.5,5.3,21.0,30.6,16.7,4.6,75.7,38.2,37.5,33.9,50.8,9.0,6.2,87.4,12.6,7.6,5.0,0.4,0.5,0.5,0.7,2.8,621.0,30.4,32.7,36.9,2.29,18023.0,0.009487876602119513,272.0,67.5,32.2,0.4,262.0,5281.0,0.4709335353152812,0.1798901723158492,0.0628668812724862,0.2088619579625071,0.0774474531338761,3805.0,0.03942181340341656,0.2010512483574244,0.2076215505913272,0.0696452036793692,0.1064388961892247,0.2417871222076215,0.1353482260183968,8141.0,678.0,4088.0,192.0,39755.0,30377.0,0.0,0.0,0.0,14500.0,2800.0,386989.0,27.1,4.7,0.1,38.1,4.7,9.2,16.0,530.0,505.0,39.0,64.0,372.0,0.913978494623656,0.0698924731182795,0.0161290322580645,69.56,9.0,60.0,32747,26649,45,36,26568,1,2,3,4,5,6,8,7,9,12,11,15,10,16,14,20.0,18,17,22,21.0,23,24.0,25.0,13.0,19.0,26.0,30,28.0,29.0,27.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Zaltbommel,GM0297,28881.0,0.5048301651604862,0.4951698348395139,5.8,5.8,6.7,6.9,6.3,23.0,27.3,13.9,4.2,76.7,44.6,32.1,33.1,53.5,7.7,5.6,86.1,13.9,7.9,6.0,2.9,0.2,0.2,0.1,2.5,364.0,30.6,30.9,38.5,2.41,11623.0,0.020132495913275403,146.0,67.3,32.6,0.1,267.0,3649.0,0.5094546451082488,0.1704576596327761,0.0912578788709235,0.1696355165798849,0.0591942998081666,3295.0,0.09256449165402124,0.2048558421851289,0.2048558421851289,0.0728376327769347,0.0925644916540212,0.2488619119878604,0.0834597875569044,7854.0,6769.0,1437.0,252.0,6696.0,208683.0,0.0,0.0,0.0,5955.0,0.0,397353.0,7.2,3.4,7.6,49.5,12.2,8.6,11.5,523.0,483.0,38.0,67.0,337.0,0.8961424332344213,0.0741839762611275,0.029673590504451,89.04,4.0,27.0,21513,17802,24,15,17763,1,13,2,3,4,10,5,8,6,7,9,12,11,14,15,16.0,18,20,23,17.0,22,19.0,24.0,21.0,25.0,29.0,26,28.0,30.0,27.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Zevenaar,GM0299,43750.0,0.4928,0.5072,4.2,5.0,5.1,5.7,4.8,21.4,29.3,19.0,5.5,79.9,36.0,43.9,32.7,50.3,9.6,7.4,85.1,14.9,10.0,4.9,0.1,0.3,0.6,1.4,2.4,472.0,32.9,33.9,33.2,2.18,19970.0,0.01256885327991988,216.0,63.4,36.5,0.1,212.0,4846.0,0.4451093685513825,0.2319438712340074,0.0676846884028064,0.2063557573256293,0.0489063144861741,3520.0,0.046875,0.1647727272727272,0.2386363636363636,0.0752840909090909,0.1079545454545454,0.2386363636363636,0.1292613636363636,9878.0,404.0,2232.0,624.0,54326.0,18538.0,0.0,0.0,0.0,0.0,0.0,564025.0,15.2,1.3,0.0,49.1,8.5,12.4,13.6,542.0,513.0,52.0,76.0,433.0,0.8960739030023095,0.0646651270207852,0.0369515011547344,106.1,12.0,40.0,35565,27903,28,40,27835,1,2,3,4,5,6,8,7,9,12,15,11,10,16,14,18.0,20,23,17,21.0,22,13.0,24.0,25.0,26.0,28.0,19,27.0,29.0,31.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0
Zutphen,GM0301,47934.0,0.4902157132724162,0.5097842867275838,4.1,4.9,5.9,6.7,5.0,21.4,29.9,17.3,4.8,77.5,38.3,39.2,36.8,45.1,12.0,6.0,81.9,18.1,8.6,9.5,0.7,0.4,0.6,3.1,4.6,1170.0,39.0,29.1,32.0,2.1,22267.0,0.016212332150716307,544.0,56.1,43.8,0.1,216.0,5911.0,0.4924716630011842,0.1959059380815428,0.07426831331416,0.181695144645576,0.0556589409575368,3885.0,0.015444015444015444,0.1261261261261261,0.2316602316602316,0.0772200772200772,0.0849420849420849,0.3037323037323037,0.1595881595881595,2879.0,622.0,18.0,199.0,1608.0,34022.0,0.0,0.0,0.0,0.0,0.0,140382.0,4.5,0.6,0.6,60.6,1.7,15.4,16.5,450.0,435.0,35.0,60.0,285.0,0.8491228070175438,0.1473684210526315,0.0,42.93,6.0,31.0,37888,30290,51,39,30200,2,1,3,6,7,5,9,4,8,10,11,14,12,16,15,17.0,13,20,18,26.0,21,23.0,19.0,22.0,25.0,24.0,27,29.0,28.0,31.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0
Nunspeet,GM0302,27851.0,0.4957452156116477,0.5042547843883523,6.0,6.0,6.2,6.6,6.1,22.0,26.6,15.2,5.2,83.0,45.5,37.5,29.2,57.5,6.8,6.5,92.9,7.1,3.6,3.5,0.3,0.1,0.2,0.2,2.7,216.0,28.6,32.2,39.2,2.49,10957.0,0.02336405950533905,85.0,65.3,34.1,0.6,300.0,3343.0,0.4726293748130422,0.1920430750822614,0.1032007179180376,0.1839664971582411,0.0481603350284175,2800.0,0.0625,0.2089285714285714,0.2321428571428571,0.0678571428571428,0.1285714285714285,0.2142857142857142,0.0857142857142857,26042.0,1048.0,1089.0,200.0,785.0,38853.0,0.0,0.0,0.0,0.0,0.0,216579.0,5.2,0.4,0.0,58.9,11.0,10.1,14.4,506.0,479.0,39.0,60.0,330.0,0.9,0.0515151515151515,0.0484848484848484,129.53,2.0,14.0,21497,18508,21,14,18473,13,1,10,4,3,2,8,5,6,12,9,7,16,11,15,14.0,17,20,18,21.0,22,29.0,23.0,26.0,24.0,25.0,27,19.0,28.0,31.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0
Dronten,GM0303,41555.0,0.5013115148598243,0.4986884851401756,4.9,5.6,6.2,7.1,6.1,23.3,28.8,13.6,4.3,71.7,40.9,30.8,33.1,53.1,8.6,5.1,82.4,17.6,8.5,9.1,1.1,0.6,0.9,1.5,5.0,125.0,30.4,33.3,36.3,2.32,17390.0,0.019838987924094307,52.0,66.6,33.2,0.2,234.0,5691.0,0.4273414162713055,0.2194693375505183,0.055350553505535,0.2518010894394658,0.0460376032331751,4055.0,0.15166461159062886,0.1516646115906288,0.2157829839704069,0.0690505548705302,0.096177558569667,0.2120838471023428,0.1035758323057953,19000.0,765.0,60.0,226.0,4815.0,612150.0,14677.0,93458.0,0.0,0.0,0.0,2375774.0,73.4,7.4,0.0,4.5,1.0,9.4,4.3,520.0,498.0,45.0,50.0,645.0,0.772093023255814,0.2155038759689922,0.0124031007751937,423.89,7.0,42.0,31359,25409,27,37,25345,1,4,2,3,10,8,5,6,7,12,9,16,11,13,15,14.0,18,20,17,21.0,24,22.0,19.0,29.0,28.0,25.0,27,33.0,31.0,23.0,26.0,30.0,32.0,34.0,35.0,36.0,37.0
Amersfoort,GM0307,157276.0,0.4937434827945777,0.5062565172054223,5.6,6.1,6.4,6.5,5.5,26.7,28.1,11.5,3.6,65.9,40.9,25.0,39.9,45.5,9.9,4.7,74.9,25.1,8.9,16.1,3.3,1.2,1.1,4.0,6.6,2512.0,36.7,26.4,36.9,2.24,67722.0,0.012905702725849798,1081.0,58.4,41.3,0.2,305.0,20934.0,0.4858603229196522,0.1610776726855832,0.0462883347664087,0.2161555364478838,0.0906181331804719,15745.0,0.005398539218799619,0.1044776119402985,0.1778342330898698,0.1124166402032391,0.0952683391552873,0.3620196887900921,0.1429025087329311,4545.0,2046.0,1609.0,824.0,10014.0,111750.0,0.0,0.0,0.0,0.0,0.0,142716.0,2.2,0.1,0.0,72.1,4.9,7.6,13.1,742.0,396.0,36.0,75.0,680.0,0.9073529411764706,0.0191176470588235,0.0735294117647058,63.86,31.0,146.0,118081,97185,191,148,96846,1,2,7,4,3,10,6,5,9,8,14,11,12,13,15,17.0,19,20,16,18.0,21,22.0,23.0,25.0,24.0,27.0,30,28.0,29.0,32.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Baarn,GM0308,24868.0,0.4837140099726556,0.5162859900273444,4.8,5.4,5.5,5.8,4.3,21.0,29.2,17.4,6.6,83.2,39.3,43.9,36.4,45.5,10.5,7.6,81.5,18.5,9.8,8.6,0.9,0.5,0.6,1.9,4.7,764.0,38.0,29.3,32.7,2.14,11679.0,"9,42E+11",359.0,61.2,38.6,0.2,362.0,2693.0,0.5265503156331229,0.1347939101373932,0.0512439658373561,0.1942072038618641,0.0932046045302636,3130.0,0.009584664536741214,0.1293929712460063,0.1613418530351437,0.0894568690095846,0.1261980830670926,0.3626198083067092,0.1230031948881789,1351.0,239.0,1464.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58797.0,0.7,2.3,0.0,87.6,1.2,3.2,5.1,497.0,465.0,38.0,65.0,187.0,0.8716577540106952,0.0802139037433155,0.053475935828877,33.01,5.0,21.0,19355,15847,31,31,15785,1,2,4,3,7,6,9,8,5,10,11,12,14,13,15,17.0,20,18,16,21.0,25,19.0,23.0,27.0,22.0,24.0,30,28.0,31.0,29.0,32.0,26.0,33.0,34.0,35.0,36.0,37.0
De Bilt,GM0310,43137.0,0.4810719336068804,0.5189280663931196,4.9,5.7,6.1,6.6,4.3,19.5,28.8,16.6,7.4,90.2,44.4,45.8,35.3,47.8,9.2,7.7,81.7,18.3,9.7,8.6,2.4,0.4,0.8,0.4,4.6,652.0,37.1,28.9,34.0,2.2,19577.0,0.006640445420646677,296.0,60.4,39.0,0.6,421.0,5419.0,0.5277726517807714,0.1116442147997785,0.0363535707695146,0.1808451743864181,0.1433843882635172,4865.0,0.024665981500513873,0.105858170606372,0.1336073997944501,0.0863309352517985,0.1336073997944501,0.394655704008222,0.1212744090441932,5711.0,1321.0,418.0,356.0,932.0,67107.0,0.0,0.0,0.0,0.0,0.0,233162.0,6.9,1.0,0.0,63.9,3.9,11.0,13.3,495.0,464.0,35.0,58.0,249.0,0.8554216867469879,0.0843373493975903,0.0642570281124498,67.13,10.0,24.0,33103,28486,40,55,28391,1,2,4,7,3,6,9,5,10,11,8,13,12,14,15,17.0,16,20,19,21.0,18,23.0,25.0,22.0,24.0,32.0,27,30.0,28.0,29.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Bunnik,GM0312,15191.0,0.49542492265157,0.50457507734843,5.5,6.1,6.4,6.3,4.4,19.6,29.3,16.2,6.2,87.7,45.6,42.0,33.7,52.7,7.2,6.4,86.8,13.2,7.6,5.6,0.6,0.5,0.6,0.2,3.7,411.0,30.6,32.1,37.3,2.34,6392.0,0.012984981226533167,173.0,75.1,24.7,0.2,379.0,1923.0,0.5215808632345293,0.1242849713988559,0.0348413936557462,0.1846073842953718,0.1346853874154966,1775.0,0.056338028169014086,0.1380281690140845,0.1380281690140845,0.0788732394366197,0.0929577464788732,0.3633802816901408,0.1295774647887324,6988.0,1343.0,1112.0,94.0,8169.0,36569.0,0.0,0.0,0.0,0.0,0.0,242880.0,4.6,9.9,0.0,58.5,2.0,8.4,16.6,480.0,446.0,35.0,62.0,146.0,0.7671232876712328,0.1712328767123287,0.0684931506849315,37.57,3.0,8.0,11614,10322,6,9,10307,1,2,4,7,3,6,9,5,10,11,8,12,13,15,16,17.0,14,20,21,23.0,18,22.0,30.0,32.0,25.0,24.0,29,27.0,31.0,19.0,26.0,28.0,33.0,34.0,35.0,36.0,37.0
Bunschoten,GM0313,21866.0,0.4983993414433367,0.5016006585566634,6.3,6.5,6.7,6.6,6.3,26.1,25.1,13.0,3.5,73.9,45.3,28.7,28.5,60.9,5.6,5.0,88.3,11.7,6.3,5.3,0.2,0.2,0.2,1.8,2.9,720.0,25.8,30.1,44.1,2.58,8536.0,0.01253514526710403,281.0,74.7,24.1,1.2,314.0,2845.0,0.4660808435852372,0.155360281195079,0.1328646748681898,0.1978910369068541,0.0478031634446397,2335.0,0.032119914346895075,0.2077087794432548,0.2933618843683083,0.0492505353319057,0.1177730192719486,0.1862955032119914,0.1156316916488222,6098.0,756.0,8.0,244.0,14372.0,0.0,0.0,0.0,0.0,0.0,0.0,236667.0,0.6,0.0,0.0,85.2,3.9,3.3,7.1,449.0,408.0,27.0,86.0,131.0,0.9236641221374046,0.0687022900763358,0.0,34.81,1.0,10.0,16079,13761,17,23,13721,10,4,1,3,13,8,2,12,5,6,7,9,14,16,11,29.0,15,18,23,21.0,22,17.0,20.0,24.0,28.0,19.0,27,25.0,30.0,32.0,26.0,31.0,33.0,34.0,35.0,36.0,37.0
Eemnes,GM0317,9247.0,0.4943224829674489,0.5056775170325511,4.5,5.2,6.3,7.1,5.1,19.4,31.7,16.2,4.4,77.6,41.0,36.6,34.5,49.5,10.7,5.3,86.0,14.0,7.6,6.4,0.5,0.6,0.6,0.5,4.3,298.0,30.8,30.8,38.4,2.32,4008.0,0.01971057884231537,129.0,71.2,27.3,1.5,378.0,1217.0,0.5086277732128184,0.1585866885784716,0.0632703368940016,0.19063270336894,0.0788824979457682,1265.0,0.05138339920948617,0.1857707509881423,0.1581027667984189,0.0711462450592885,0.1106719367588932,0.3122529644268774,0.1106719367588932,2498.0,932.0,10.0,424.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,161273.0,5.0,0.4,0.0,72.4,13.7,3.4,5.1,557.0,525.0,56.0,108.0,127.0,0.7559055118110236,0.0078740157480314,0.2362204724409448,33.7,1.0,10.0,7315,6321,12,10,6299,1,2,4,3,6,8,9,5,7,12,10,11,16,15,13,17.0,18,21,20,23.0,22,14.0,25.0,24.0,30.0,32.0,28,19.0,27.0,29.0,26.0,31.0,33.0,34.0,35.0,36.0,37.0
Houten,GM0321,50146.0,0.4923224185378694,0.5076775814621306,5.5,6.2,7.3,7.2,5.0,22.6,31.1,12.1,3.1,70.4,44.6,25.8,35.2,52.5,7.8,4.5,84.0,16.0,7.4,8.6,1.2,0.5,1.5,0.5,4.8,913.0,27.3,29.6,43.1,2.46,20417.0,0.005828476269775187,372.0,67.8,32.2,0.1,350.0,7230.0,0.5219917012448133,0.1325034578146611,0.0412171507607192,0.1901798063623789,0.1141078838174273,4950.0,0.029292929292929294,0.108080808080808,0.1606060606060606,0.104040404040404,0.109090909090909,0.3606060606060606,0.1282828282828282,5410.0,1999.0,32.0,272.0,3324.0,33912.0,0.0,0.0,0.0,45.0,0.0,307692.0,1.9,17.6,0.9,59.8,1.7,6.5,11.5,1255.0,418.0,34.0,58.0,312.0,0.9551282051282052,0.016025641025641,0.0288461538461538,58.99,11.0,61.0,37539,31642,58,66,31518,1,2,4,3,7,10,6,5,9,8,11,12,13,15,14,17.0,16,20,18,21.0,23,22.0,19.0,24.0,25.0,29.0,27,28.0,30.0,32.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Leusden,GM0327,30401.0,0.4905759678957929,0.5094240321042071,4.9,5.5,6.0,6.5,4.7,20.6,29.8,16.9,5.1,81.7,41.8,39.9,31.4,53.7,8.9,6.0,85.8,14.2,8.1,6.2,0.7,0.5,0.6,0.4,4.0,519.0,30.4,33.0,36.5,2.3,13043.0,0.011270413248485777,223.0,70.7,29.3,0.1,337.0,3745.0,0.4918558077436582,0.1548731642189586,0.0550066755674232,0.2141522029372496,0.0841121495327102,3090.0,0.032362459546925564,0.1084142394822006,0.174757281553398,0.0906148867313915,0.1148867313915857,0.36084142394822,0.1181229773462783,5077.0,649.0,2091.0,271.0,2354.0,64835.0,0.0,0.0,0.0,0.0,0.0,201886.0,2.2,0.5,0.0,67.7,4.1,13.0,12.5,513.0,485.0,50.0,60.0,215.0,0.9255813953488372,0.0511627906976744,0.027906976744186,58.89,6.0,28.0,23846,20717,18,34,20665,1,2,4,3,10,7,5,6,9,8,11,12,13,15,16,14.0,20,17,18,21.0,22,23.0,25.0,19.0,24.0,27.0,30,29.0,28.0,32.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Lopik,GM0331,14467.0,0.5101264947812263,0.4898735052187737,5.2,5.1,6.3,7.6,6.8,21.2,30.1,14.0,3.6,71.9,41.6,30.2,36.5,51.7,6.5,5.3,90.6,9.4,4.3,5.1,1.6,0.2,0.6,0.2,2.6,191.0,26.4,31.2,42.5,2.54,5741.0,0.013760668873018638,76.0,74.2,25.6,0.2,306.0,1965.0,0.443765903307888,0.1898218829516539,0.1063613231552162,0.1862595419847328,0.0737913486005089,1675.0,0.14925373134328357,0.2686567164179104,0.1492537313432835,0.0656716417910447,0.0865671641791044,0.2059701492537313,0.0746268656716417,13580.0,4782.0,559.0,171.0,8394.0,200554.0,0.0,0.0,0.0,0.0,0.0,581437.0,1.4,4.4,0.0,74.4,3.1,7.6,9.1,530.0,500.0,56.0,87.0,156.0,0.7948717948717948,0.2051282051282051,0.0,78.98,1.0,14.0,11249,9386,13,12,9361,1,4,3,2,10,13,8,5,12,6,16,9,7,11,15,14.0,18,20,19,23.0,17,30.0,22.0,21.0,29.0,28.0,25,27.0,24.0,26.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Montfoort,GM0335,13917.0,0.4996766544513903,0.5003233455486096,5.1,5.7,6.6,7.2,5.9,21.3,28.6,15.9,3.8,79.3,44.2,35.2,35.6,51.9,7.2,5.3,89.5,10.5,5.0,5.5,1.1,0.3,0.5,0.6,3.1,370.0,28.1,31.4,40.5,2.45,5740.0,0.0013937282229965157,153.0,74.3,25.5,0.1,313.0,1872.0,0.484508547008547,0.1762820512820513,0.0641025641025641,0.2067307692307692,0.0683760683760683,1535.0,0.06840390879478828,0.1954397394136807,0.2019543973941368,0.0716612377850162,0.1270358306188925,0.2377850162866449,0.0977198697068403,7663.0,1061.0,884.0,79.0,41499.0,0.0,0.0,0.0,0.0,0.0,0.0,293773.0,0.0,2.1,0.0,74.3,2.4,9.1,12.1,502.0,470.0,40.0,60.0,93.0,0.7849462365591398,0.2150537634408602,0.0,38.2,3.0,12.0,10675,9335,18,15,9302,1,2,4,3,13,10,8,5,12,6,7,9,16,11,15,14.0,20,17,18,21.0,22,23.0,19.0,25.0,29.0,30.0,28,24.0,32.0,27.0,26.0,31.0,33.0,34.0,35.0,36.0,37.0
Renswoude,GM0339,5444.0,0.5,0.5,7.3,7.3,6.5,7.2,6.5,25.1,25.2,12.4,2.5,76.0,49.7,26.3,30.3,59.1,5.9,4.7,92.7,7.3,4.2,3.1,0.2,0.1,0.3,0.0,2.4,296.0,25.4,31.9,42.7,2.6,2134.0,0.011715089034676664,116.0,73.6,26.0,0.4,330.0,700.0,0.4814285714285714,0.1685714285714285,0.0871428571428571,0.2028571428571428,0.06,735.0,0.12244897959183673,0.238095238095238,0.1768707482993197,0.0544217687074829,0.1360544217687075,0.1836734693877551,0.0816326530612244,16991.0,581.0,2460.0,34.0,32793.0,336153.0,0.0,0.0,0.0,0.0,5999.0,137846.0,2.4,0.1,0.0,63.4,2.8,12.3,18.9,532.0,497.0,50.0,69.0,57.0,0.8771929824561403,0.087719298245614,0.0175438596491228,18.51,1.0,2.0,4055,3563,7,2,3554,1,13,4,3,10,8,2,12,16,5,6,9,11,7,15,18.0,14,29,17,19.0,20,21.0,22.0,23.0,28.0,24.0,25,26.0,27.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Rhenen,GM0340,20119.0,0.4987325413787962,0.5012674586212038,5.4,5.8,6.3,6.7,5.4,21.7,27.4,16.0,5.4,83.6,44.4,39.2,31.4,54.2,7.7,6.7,88.0,12.0,5.9,6.1,2.1,0.2,0.3,0.2,3.3,478.0,30.9,32.5,36.6,2.39,8225.0,0.00729483282674772,195.0,64.8,34.9,0.3,304.0,2450.0,0.4975510204081633,0.1726530612244897,0.0795918367346938,0.1840816326530612,0.0661224489795918,2110.0,0.045023696682464455,0.2037914691943128,0.2014218009478673,0.0639810426540284,0.1232227488151658,0.2677725118483412,0.0924170616113744,7845.0,865.0,3343.0,68.0,28211.0,126932.0,0.0,0.0,0.0,0.0,0.0,144615.0,3.1,1.4,0.0,61.7,7.1,10.4,16.2,514.0,489.0,43.0,97.0,156.0,0.8653846153846154,0.1346153846153846,0.0,43.76,14.0,30.0,15498,12723,20,11,12692,1,13,2,3,4,10,8,6,5,7,9,12,11,14,15,16.0,18,20,19,17.0,21,22.0,23.0,25.0,27.0,24.0,28,29.0,30.0,32.0,26.0,31.0,33.0,34.0,35.0,36.0,37.0
Soest,GM0342,46606.0,0.4886066171737545,0.5113933828262456,4.8,5.3,5.9,6.5,5.0,20.9,29.0,16.8,5.8,82.2,41.1,41.1,33.6,50.0,9.7,6.7,78.4,21.6,8.8,12.9,1.6,0.7,0.7,5.0,4.9,1008.0,34.5,30.5,35.0,2.24,20699.0,0.01135320546886323,448.0,64.1,34.2,1.7,335.0,5702.0,0.4914065240266573,0.1604700105226236,0.0584005612065941,0.1969484391441599,0.0927744650999649,5350.0,0.007476635514018692,0.1579439252336448,0.1906542056074766,0.0813084112149532,0.1102803738317757,0.3392523364485981,0.114018691588785,1227.0,163.0,4.0,46.0,0.0,19178.0,0.0,0.0,0.0,0.0,0.0,67196.0,3.9,0.2,0.0,76.0,5.8,2.7,11.4,517.0,490.0,41.0,68.0,228.0,0.925438596491228,0.0570175438596491,0.0131578947368421,46.43,8.0,29.0,36070,29941,60,52,29829,1,2,4,3,7,9,8,6,10,5,14,12,11,13,15,17.0,20,16,18,22.0,19,21.0,23.0,25.0,24.0,30.0,27,29.0,32.0,28.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Utrecht,GM0344,357597.0,0.4904823027038817,0.5095176972961183,6.1,5.6,5.2,5.1,9.6,36.7,21.2,7.9,2.6,48.0,32.6,15.4,57.6,32.1,7.1,3.2,63.9,36.1,12.2,23.9,8.8,0.8,2.2,4.0,8.2,3811.0,50.8,22.5,26.7,1.95,156678.0,0.01547122123080458,1670.0,45.3,54.3,0.3,327.0,57995.0,0.3135097853263212,0.0991982067419605,0.0229847400637986,0.2227260970773342,0.3415811707905854,40220.0,0.0021133764296369967,0.0818000994530084,0.1530333167578319,0.1393585280954749,0.0724763799104922,0.3750621581302834,0.1760318249627051,1562.0,1096.0,216.0,99.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,106384.0,2.0,9.1,0.1,66.8,4.9,11.9,5.2,363.0,295.0,23.0,46.0,1191.0,0.8958858102434929,0.0050377833753148,0.0990764063811922,99.21,10.0,111.0,256916,209772,390,298,209084,2,1,7,11,9,6,14,3,4,5,10,8,17,12,19,15.0,20,13,21,18.0,16,22.0,25.0,27.0,23.0,24.0,30,32.0,29.0,28.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Veenendaal,GM0345,66493.0,0.4941572797136541,0.5058427202863459,6.1,6.0,6.2,6.7,6.0,24.8,26.0,13.9,4.3,76.0,44.1,32.0,32.2,53.5,8.5,5.8,81.4,18.6,6.1,12.5,5.4,0.6,0.5,1.2,4.8,3417.0,32.7,30.0,37.3,2.35,28353.0,0.008641060910662012,1457.0,59.2,40.8,0.0,254.0,8485.0,0.4612846199175014,0.1875073659398939,0.0720094284030642,0.2122569239835003,0.06694166175604,5830.0,0.005145797598627788,0.1500857632933104,0.2384219554030874,0.0943396226415094,0.1166380789022298,0.2735849056603773,0.1217838765008576,857.0,141.0,1.0,31.0,320.0,8100.0,0.0,0.0,0.0,0.0,0.0,15134.0,0.0,0.0,0.0,59.9,14.2,15.5,10.4,488.0,425.0,33.0,65.0,240.0,0.9625,0.0208333333333333,0.0208333333333333,19.72,6.0,36.0,50437,41005,79,51,40875,1,10,4,13,3,2,8,5,6,7,14,12,9,11,15,19.0,16,18,17,20.0,23,21.0,22.0,25.0,24.0,29.0,28,30.0,27.0,31.0,32.0,26.0,33.0,34.0,35.0,36.0,37.0
